id,nombre,ciudad,id_cliente,monto,fecha,total_gastado
5,Cliente_5,Culiacan,5,3555,2025-08-19 21:02:17.246690,11927
5,Cliente_5,Culiacan,5,2745,2025-08-10 21:02:17.248590,11927
5,Cliente_5,Culiacan,5,764,2025-04-06 21:02:17.249264,11927
5,Cliente_5,Culiacan,5,4863,2025-07-26 21:02:17.253662,11927
6,Cliente_6,Los Mochis,6,3205,2025-05-17 21:02:17.246870,18836
6,Cliente_6,Los Mochis,6,4228,2025-08-19 21:02:17.247411,18836
6,Cliente_6,Los Mochis,6,1235,2026-02-23 21:02:17.247463,18836
6,Cliente_6,Los Mochis,6,4751,2026-01-17 21:02:17.251091,18836
6,Cliente_6,Los Mochis,6,1346,2025-06-22 21:02:17.255090,18836
6,Cliente_6,Los Mochis,6,2351,2026-03-10 21:02:17.255108,18836
6,Cliente_6,Los Mochis,6,1720,2025-08-25 21:02:17.255432,18836
7,Cliente_7,Los Mochis,7,1452,2025-07-29 21:02:17.246832,8273
7,Cliente_7,Los Mochis,7,2824,2025-12-12 21:02:17.248359,8273
7,Cliente_7,Los Mochis,7,1935,2025-07-11 21:02:17.248807,8273
7,Cliente_7,Los Mochis,7,822,2025-05-23 21:02:17.253645,8273
7,Cliente_7,Los Mochis,7,299,2025-10-31 21:02:17.255822,8273
7,Cliente_7,Los Mochis,7,386,2025-09-09 21:02:17.256549,8273
7,Cliente_7,Los Mochis,7,555,2026-01-26 21:02:17.256630,8273
8,Cliente_8,Culiacan,8,917,2025-12-26 21:02:17.245692,9195
8,Cliente_8,Culiacan,8,3574,2025-05-23 21:02:17.246061,9195
8,Cliente_8,Culiacan,8,3158,2025-07-02 21:02:17.252624,9195
8,Cliente_8,Culiacan,8,1546,2025-07-31 21:02:17.256031,9195
9,Cliente_9,Los Mochis,9,1344,2025-05-18 21:02:17.246715,20773
9,Cliente_9,Los Mochis,9,1510,2025-04-16 21:02:17.246809,20773
9,Cliente_9,Los Mochis,9,4626,2026-02-24 21:02:17.247851,20773
9,Cliente_9,Los Mochis,9,1013,2025-05-06 21:02:17.248617,20773
9,Cliente_9,Los Mochis,9,298,2025-11-02 21:02:17.250794,20773
9,Cliente_9,Los Mochis,9,2352,2026-03-11 21:02:17.252359,20773
9,Cliente_9,Los Mochis,9,4398,2025-11-23 21:02:17.252670,20773
9,Cliente_9,Los Mochis,9,3457,2025-07-05 21:02:17.252753,20773
9,Cliente_9,Los Mochis,9,1775,2025-08-16 21:02:17.255525,20773
10,Cliente_10,Mazatlan,10,386,2026-02-14 21:02:17.247009,5400
10,Cliente_10,Mazatlan,10,1768,2025-12-31 21:02:17.247578,5400
10,Cliente_10,Mazatlan,10,3246,2025-06-18 21:02:17.255076,5400
11,Cliente_11,Mazatlan,11,3788,2026-03-02 21:02:17.245984,10575
11,Cliente_11,Mazatlan,11,2763,2025-08-26 21:02:17.246279,10575
11,Cliente_11,Mazatlan,11,4024,2025-08-07 21:02:17.254268,10575
12,Cliente_12,Culiacan,12,3327,2025-07-23 21:02:17.246598,9625
12,Cliente_12,Culiacan,12,651,2025-11-11 21:02:17.246771,9625
12,Cliente_12,Culiacan,12,1067,2025-06-15 21:02:17.248157,9625
12,Cliente_12,Culiacan,12,4580,2025-07-31 21:02:17.249786,9625
13,Cliente_13,Culiacan,13,2994,2025-09-29 21:02:17.246534,22673
13,Cliente_13,Culiacan,13,2139,2025-07-06 21:02:17.247240,22673
13,Cliente_13,Culiacan,13,616,2025-04-13 21:02:17.247662,22673
13,Cliente_13,Culiacan,13,3951,2026-02-28 21:02:17.250103,22673
13,Cliente_13,Culiacan,13,3244,2025-06-23 21:02:17.251115,22673
13,Cliente_13,Culiacan,13,3179,2025-04-07 21:02:17.251373,22673
13,Cliente_13,Culiacan,13,4864,2025-03-17 21:02:17.251900,22673
13,Cliente_13,Culiacan,13,116,2026-01-13 21:02:17.252997,22673
13,Cliente_13,Culiacan,13,1570,2025-11-28 21:02:17.254171,22673
14,Cliente_14,Los Mochis,14,3005,2025-11-10 21:02:17.246049,24807
14,Cliente_14,Los Mochis,14,1867,2026-01-13 21:02:17.246209,24807
14,Cliente_14,Los Mochis,14,4011,2025-11-01 21:02:17.246950,24807
14,Cliente_14,Los Mochis,14,781,2025-12-04 21:02:17.247380,24807
14,Cliente_14,Los Mochis,14,3123,2025-05-06 21:02:17.247398,24807
14,Cliente_14,Los Mochis,14,245,2025-04-10 21:02:17.248174,24807
14,Cliente_14,Los Mochis,14,1700,2025-11-13 21:02:17.249808,24807
14,Cliente_14,Los Mochis,14,3015,2026-01-12 21:02:17.253752,24807
14,Cliente_14,Los Mochis,14,2180,2025-06-01 21:02:17.255314,24807
14,Cliente_14,Los Mochis,14,4880,2025-08-27 21:02:17.256699,24807
15,Cliente_15,Mazatlan,15,934,2025-06-10 21:02:17.245118,17980
15,Cliente_15,Mazatlan,15,4151,2025-09-05 21:02:17.247330,17980
15,Cliente_15,Mazatlan,15,2092,2026-03-10 21:02:17.248609,17980
15,Cliente_15,Mazatlan,15,469,2025-06-02 21:02:17.252308,17980
15,Cliente_15,Mazatlan,15,2206,2025-06-05 21:02:17.252528,17980
15,Cliente_15,Mazatlan,15,3611,2026-01-22 21:02:17.254535,17980
15,Cliente_15,Mazatlan,15,4517,2025-09-13 21:02:17.255846,17980
16,Cliente_16,Mazatlan,16,1458,2025-05-02 21:02:17.245675,2735
16,Cliente_16,Mazatlan,16,1277,2025-11-23 21:02:17.247458,2735
17,Cliente_17,Culiacan,17,1901,2025-05-14 21:02:17.245033,15178
17,Cliente_17,Culiacan,17,3792,2025-04-06 21:02:17.245550,15178
17,Cliente_17,Culiacan,17,915,2025-11-14 21:02:17.251588,15178
17,Cliente_17,Culiacan,17,4568,2025-12-12 21:02:17.251928,15178
17,Cliente_17,Culiacan,17,4002,2025-08-05 21:02:17.255715,15178
18,Cliente_18,Culiacan,18,4274,2025-04-17 21:02:17.246582,13050
18,Cliente_18,Culiacan,18,4394,2025-04-16 21:02:17.249843,13050
18,Cliente_18,Culiacan,18,3352,2025-03-27 21:02:17.250922,13050
18,Cliente_18,Culiacan,18,1030,2025-10-26 21:02:17.254043,13050
19,Cliente_19,Culiacan,19,1528,2025-04-11 21:02:17.244935,17188
19,Cliente_19,Culiacan,19,3237,2025-08-09 21:02:17.245444,17188
19,Cliente_19,Culiacan,19,4294,2025-05-07 21:02:17.246104,17188
19,Cliente_19,Culiacan,19,4122,2025-10-29 21:02:17.246754,17188
19,Cliente_19,Culiacan,19,458,2025-10-15 21:02:17.247950,17188
19,Cliente_19,Culiacan,19,783,2026-01-10 21:02:17.249597,17188
19,Cliente_19,Culiacan,19,1944,2025-08-05 21:02:17.254234,17188
19,Cliente_19,Culiacan,19,822,2025-05-23 21:02:17.256708,17188
20,Cliente_20,Culiacan,20,3501,2025-05-29 21:02:17.246081,17736
20,Cliente_20,Culiacan,20,513,2025-10-03 21:02:17.246401,17736
20,Cliente_20,Culiacan,20,2708,2025-06-30 21:02:17.254845,17736
20,Cliente_20,Culiacan,20,1609,2025-12-09 21:02:17.255017,17736
20,Cliente_20,Culiacan,20,3399,2025-09-17 21:02:17.255300,17736
20,Cliente_20,Culiacan,20,2616,2025-09-05 21:02:17.255638,17736
20,Cliente_20,Culiacan,20,3390,2025-08-05 21:02:17.255924,17736
21,Cliente_21,Mazatlan,21,3142,2026-02-07 21:02:17.248587,18619
21,Cliente_21,Mazatlan,21,3108,2026-01-12 21:02:17.249592,18619
21,Cliente_21,Mazatlan,21,3109,2025-07-19 21:02:17.250846,18619
21,Cliente_21,Mazatlan,21,3474,2026-02-18 21:02:17.253423,18619
21,Cliente_21,Mazatlan,21,1411,2025-05-08 21:02:17.255043,18619
21,Cliente_21,Mazatlan,21,4375,2025-08-31 21:02:17.255274,18619
22,Cliente_22,Culiacan,22,2218,2025-03-27 21:02:17.245430,12872
22,Cliente_22,Culiacan,22,643,2026-01-23 21:02:17.246192,12872
22,Cliente_22,Culiacan,22,1136,2025-11-10 21:02:17.246523,12872
22,Cliente_22,Culiacan,22,2545,2025-07-30 21:02:17.251022,12872
22,Cliente_22,Culiacan,22,707,2025-07-22 21:02:17.252488,12872
22,Cliente_22,Culiacan,22,3248,2025-05-31 21:02:17.252750,12872
22,Cliente_22,Culiacan,22,2375,2025-07-05 21:02:17.253773,12872
23,Cliente_23,Culiacan,23,2933,2025-07-20 21:02:17.245367,14016
23,Cliente_23,Culiacan,23,1128,2025-10-01 21:02:17.249181,14016
23,Cliente_23,Culiacan,23,2128,2025-10-24 21:02:17.250561,14016
23,Cliente_23,Culiacan,23,1223,2025-11-22 21:02:17.250691,14016
23,Cliente_23,Culiacan,23,2817,2025-04-04 21:02:17.252480,14016
23,Cliente_23,Culiacan,23,3284,2026-01-15 21:02:17.255427,14016
23,Cliente_23,Culiacan,23,503,2025-09-01 21:02:17.255786,14016
24,Cliente_24,Culiacan,24,1711,2025-06-02 21:02:17.246396,8841
24,Cliente_24,Culiacan,24,4979,2025-05-07 21:02:17.247433,8841
24,Cliente_24,Culiacan,24,1758,2025-06-18 21:02:17.254883,8841
24,Cliente_24,Culiacan,24,393,2025-05-26 21:02:17.255643,8841
25,Cliente_25,Culiacan,25,3899,2026-03-02 21:02:17.247191,15480
25,Cliente_25,Culiacan,25,2221,2025-07-31 21:02:17.248368,15480
25,Cliente_25,Culiacan,25,4246,2025-03-28 21:02:17.251939,15480
25,Cliente_25,Culiacan,25,2350,2025-10-06 21:02:17.252540,15480
25,Cliente_25,Culiacan,25,2764,2025-12-08 21:02:17.255052,15480
26,Cliente_26,Mazatlan,26,4654,2025-12-01 21:02:17.246301,14631
26,Cliente_26,Mazatlan,26,3634,2025-11-24 21:02:17.252520,14631
26,Cliente_26,Mazatlan,26,2272,2026-03-03 21:02:17.255589,14631
26,Cliente_26,Mazatlan,26,3581,2026-01-29 21:02:17.255841,14631
26,Cliente_26,Mazatlan,26,490,2025-12-23 21:02:17.256269,14631
27,Cliente_27,Mazatlan,27,1851,2026-01-28 21:02:17.244953,14535
27,Cliente_27,Mazatlan,27,1936,2025-05-31 21:02:17.249690,14535
27,Cliente_27,Mazatlan,27,1751,2025-10-09 21:02:17.249766,14535
27,Cliente_27,Mazatlan,27,3676,2025-11-28 21:02:17.250787,14535
27,Cliente_27,Mazatlan,27,990,2025-05-13 21:02:17.254380,14535
27,Cliente_27,Mazatlan,27,929,2026-03-01 21:02:17.254878,14535
27,Cliente_27,Mazatlan,27,3402,2025-08-30 21:02:17.255434,14535
28,Cliente_28,Mazatlan,28,3972,2026-03-01 21:02:17.247504,17280
28,Cliente_28,Mazatlan,28,4667,2025-05-23 21:02:17.247811,17280
28,Cliente_28,Mazatlan,28,4695,2025-08-03 21:02:17.253610,17280
28,Cliente_28,Mazatlan,28,2173,2026-02-07 21:02:17.254304,17280
28,Cliente_28,Mazatlan,28,1773,2025-10-12 21:02:17.255100,17280
29,Cliente_29,Los Mochis,29,2118,2025-07-01 21:02:17.245458,15518
29,Cliente_29,Los Mochis,29,994,2025-05-06 21:02:17.247840,15518
29,Cliente_29,Los Mochis,29,4766,2025-10-28 21:02:17.249727,15518
29,Cliente_29,Los Mochis,29,3464,2025-06-20 21:02:17.251271,15518
29,Cliente_29,Los Mochis,29,2031,2025-10-04 21:02:17.254848,15518
29,Cliente_29,Los Mochis,29,216,2025-05-15 21:02:17.255460,15518
29,Cliente_29,Los Mochis,29,1929,2025-10-28 21:02:17.256359,15518
30,Cliente_30,Culiacan,30,1643,2025-05-30 21:02:17.246958,11843
30,Cliente_30,Culiacan,30,3572,2025-05-09 21:02:17.252727,11843
30,Cliente_30,Culiacan,30,3642,2025-12-10 21:02:17.253339,11843
30,Cliente_30,Culiacan,30,2001,2025-05-26 21:02:17.254752,11843
30,Cliente_30,Culiacan,30,985,2025-11-21 21:02:17.255342,11843
31,Cliente_31,Los Mochis,31,4026,2025-08-18 21:02:17.244837,12019
31,Cliente_31,Los Mochis,31,658,2025-11-09 21:02:17.246867,12019
31,Cliente_31,Los Mochis,31,333,2025-11-17 21:02:17.250400,12019
31,Cliente_31,Los Mochis,31,2109,2025-09-04 21:02:17.251746,12019
31,Cliente_31,Los Mochis,31,1830,2025-04-21 21:02:17.252730,12019
31,Cliente_31,Los Mochis,31,2912,2025-09-07 21:02:17.255608,12019
31,Cliente_31,Los Mochis,31,151,2025-07-05 21:02:17.255635,12019
32,Cliente_32,Los Mochis,32,337,2025-05-22 21:02:17.246072,9248
32,Cliente_32,Los Mochis,32,4745,2025-11-05 21:02:17.249137,9248
32,Cliente_32,Los Mochis,32,4166,2025-08-03 21:02:17.252095,9248
33,Cliente_33,Culiacan,33,1377,2025-04-28 21:02:17.246762,7625
33,Cliente_33,Culiacan,33,2754,2025-04-24 21:02:17.247316,7625
33,Cliente_33,Culiacan,33,3494,2026-03-01 21:02:17.256087,7625
34,Cliente_34,Mazatlan,34,1708,2026-03-08 21:02:17.246336,10477
34,Cliente_34,Mazatlan,34,3282,2026-01-21 21:02:17.247162,10477
34,Cliente_34,Mazatlan,34,3503,2025-07-08 21:02:17.250050,10477
34,Cliente_34,Mazatlan,34,659,2025-11-28 21:02:17.251175,10477
34,Cliente_34,Mazatlan,34,1325,2025-03-23 21:02:17.256487,10477
35,Cliente_35,Mazatlan,35,2546,2025-07-18 21:02:17.245778,10572
35,Cliente_35,Mazatlan,35,1049,2026-02-18 21:02:17.249366,10572
35,Cliente_35,Mazatlan,35,2964,2025-06-06 21:02:17.250757,10572
35,Cliente_35,Mazatlan,35,4013,2025-05-31 21:02:17.250861,10572
36,Cliente_36,Culiacan,36,4730,2025-11-30 21:02:17.245003,15859
36,Cliente_36,Culiacan,36,4048,2026-02-28 21:02:17.246319,15859
36,Cliente_36,Culiacan,36,3310,2025-04-02 21:02:17.246875,15859
36,Cliente_36,Culiacan,36,3771,2025-03-22 21:02:17.251289,15859
37,Cliente_37,Mazatlan,37,4883,2026-03-09 21:02:17.246288,20012
37,Cliente_37,Mazatlan,37,2508,2026-02-02 21:02:17.247590,20012
37,Cliente_37,Mazatlan,37,3473,2025-07-08 21:02:17.248267,20012
37,Cliente_37,Mazatlan,37,398,2026-01-14 21:02:17.248948,20012
37,Cliente_37,Mazatlan,37,1578,2025-06-12 21:02:17.250573,20012
37,Cliente_37,Mazatlan,37,1068,2025-07-06 21:02:17.253489,20012
37,Cliente_37,Mazatlan,37,4257,2025-03-26 21:02:17.254393,20012
37,Cliente_37,Mazatlan,37,1847,2025-12-17 21:02:17.254960,20012
38,Cliente_38,Los Mochis,38,2493,2025-12-05 21:02:17.246020,13707
38,Cliente_38,Los Mochis,38,336,2025-06-15 21:02:17.248363,13707
38,Cliente_38,Los Mochis,38,1408,2025-10-21 21:02:17.251389,13707
38,Cliente_38,Los Mochis,38,141,2025-09-21 21:02:17.253745,13707
38,Cliente_38,Los Mochis,38,3636,2025-12-19 21:02:17.254166,13707
38,Cliente_38,Los Mochis,38,1083,2025-12-27 21:02:17.254557,13707
38,Cliente_38,Los Mochis,38,142,2025-07-28 21:02:17.255012,13707
38,Cliente_38,Los Mochis,38,4468,2025-03-17 21:02:17.255232,13707
39,Cliente_39,Los Mochis,39,565,2025-10-02 21:02:17.244925,31551
39,Cliente_39,Los Mochis,39,2396,2025-11-03 21:02:17.245064,31551
39,Cliente_39,Los Mochis,39,3952,2025-06-24 21:02:17.246550,31551
39,Cliente_39,Los Mochis,39,4436,2025-12-28 21:02:17.249224,31551
39,Cliente_39,Los Mochis,39,4831,2026-01-03 21:02:17.250630,31551
39,Cliente_39,Los Mochis,39,4694,2025-03-31 21:02:17.251211,31551
39,Cliente_39,Los Mochis,39,2044,2025-05-29 21:02:17.252462,31551
39,Cliente_39,Los Mochis,39,4706,2025-08-10 21:02:17.252700,31551
39,Cliente_39,Los Mochis,39,1507,2025-07-23 21:02:17.254132,31551
39,Cliente_39,Los Mochis,39,2420,2026-02-03 21:02:17.256610,31551
40,Cliente_40,Mazatlan,40,4828,2026-01-04 21:02:17.245185,27302
40,Cliente_40,Mazatlan,40,2928,2025-06-21 21:02:17.245332,27302
40,Cliente_40,Mazatlan,40,1905,2025-10-26 21:02:17.246014,27302
40,Cliente_40,Mazatlan,40,2616,2025-12-09 21:02:17.246506,27302
40,Cliente_40,Mazatlan,40,2599,2025-12-08 21:02:17.246767,27302
40,Cliente_40,Mazatlan,40,4247,2025-08-04 21:02:17.247556,27302
40,Cliente_40,Mazatlan,40,2135,2026-03-02 21:02:17.248953,27302
40,Cliente_40,Mazatlan,40,2526,2025-08-07 21:02:17.249723,27302
40,Cliente_40,Mazatlan,40,949,2025-09-19 21:02:17.252628,27302
40,Cliente_40,Mazatlan,40,2569,2025-09-09 21:02:17.254100,27302
41,Cliente_41,Culiacan,41,3014,2026-01-13 21:02:17.246041,9648
41,Cliente_41,Culiacan,41,2320,2025-11-13 21:02:17.246127,9648
41,Cliente_41,Culiacan,41,536,2026-02-10 21:02:17.248539,9648
41,Cliente_41,Culiacan,41,749,2025-08-09 21:02:17.251478,9648
41,Cliente_41,Culiacan,41,3029,2025-07-15 21:02:17.254022,9648
42,Cliente_42,Mazatlan,42,2858,2025-12-01 21:02:17.246700,12708
42,Cliente_42,Mazatlan,42,2035,2025-06-26 21:02:17.251262,12708
42,Cliente_42,Mazatlan,42,1802,2025-06-15 21:02:17.256107,12708
42,Cliente_42,Mazatlan,42,1600,2025-06-21 21:02:17.256557,12708
42,Cliente_42,Mazatlan,42,4413,2025-04-22 21:02:17.256585,12708
43,Cliente_43,Mazatlan,43,1796,2026-01-13 21:02:17.246608,18895
43,Cliente_43,Mazatlan,43,2303,2025-12-31 21:02:17.247306,18895
43,Cliente_43,Mazatlan,43,4349,2025-05-27 21:02:17.247430,18895
43,Cliente_43,Mazatlan,43,3015,2025-08-24 21:02:17.248272,18895
43,Cliente_43,Mazatlan,43,1749,2025-08-18 21:02:17.250364,18895
43,Cliente_43,Mazatlan,43,1344,2025-12-07 21:02:17.250637,18895
43,Cliente_43,Mazatlan,43,3819,2025-07-23 21:02:17.252686,18895
43,Cliente_43,Mazatlan,43,520,2025-08-19 21:02:17.256683,18895
44,Cliente_44,Mazatlan,44,3424,2026-03-16 21:02:17.247193,16120
44,Cliente_44,Mazatlan,44,3835,2025-10-05 21:02:17.250823,16120
44,Cliente_44,Mazatlan,44,2637,2025-03-24 21:02:17.252490,16120
44,Cliente_44,Mazatlan,44,1512,2025-12-18 21:02:17.252507,16120
44,Cliente_44,Mazatlan,44,1616,2025-07-28 21:02:17.252989,16120
44,Cliente_44,Mazatlan,44,2969,2025-10-31 21:02:17.255325,16120
44,Cliente_44,Mazatlan,44,127,2025-12-29 21:02:17.256518,16120
45,Cliente_45,Mazatlan,45,2283,2025-08-18 21:02:17.247227,4365
45,Cliente_45,Mazatlan,45,1933,2025-05-13 21:02:17.251302,4365
45,Cliente_45,Mazatlan,45,149,2025-11-04 21:02:17.254975,4365
46,Cliente_46,Los Mochis,46,4394,2025-05-02 21:02:17.244982,7404
46,Cliente_46,Los Mochis,46,3010,2025-11-29 21:02:17.255225,7404
47,Cliente_47,Culiacan,47,3694,2025-08-01 21:02:17.251275,3891
47,Cliente_47,Culiacan,47,197,2025-08-23 21:02:17.256602,3891
48,Cliente_48,Culiacan,48,4860,2025-03-31 21:02:17.245482,32273
48,Cliente_48,Culiacan,48,3163,2025-09-04 21:02:17.246275,32273
48,Cliente_48,Culiacan,48,4498,2025-11-12 21:02:17.246296,32273
48,Cliente_48,Culiacan,48,1808,2025-07-06 21:02:17.247804,32273
48,Cliente_48,Culiacan,48,245,2025-09-14 21:02:17.249894,32273
48,Cliente_48,Culiacan,48,4656,2025-03-24 21:02:17.254036,32273
48,Cliente_48,Culiacan,48,1434,2025-10-11 21:02:17.254919,32273
48,Cliente_48,Culiacan,48,3528,2025-03-18 21:02:17.255242,32273
48,Cliente_48,Culiacan,48,4022,2025-07-18 21:02:17.255583,32273
48,Cliente_48,Culiacan,48,4059,2026-02-27 21:02:17.255902,32273
49,Cliente_49,Culiacan,49,2122,2025-07-09 21:02:17.246311,21966
49,Cliente_49,Culiacan,49,1732,2025-12-22 21:02:17.246652,21966
49,Cliente_49,Culiacan,49,4791,2025-12-13 21:02:17.246850,21966
49,Cliente_49,Culiacan,49,151,2025-12-05 21:02:17.248404,21966
49,Cliente_49,Culiacan,49,4822,2025-08-15 21:02:17.248511,21966
49,Cliente_49,Culiacan,49,3625,2025-12-23 21:02:17.250641,21966
49,Cliente_49,Culiacan,49,4723,2026-03-08 21:02:17.252725,21966
50,Cliente_50,Los Mochis,50,3044,2025-08-16 21:02:17.246988,13220
50,Cliente_50,Los Mochis,50,891,2025-06-07 21:02:17.249661,13220
50,Cliente_50,Los Mochis,50,3393,2025-12-28 21:02:17.252472,13220
50,Cliente_50,Los Mochis,50,3909,2025-12-22 21:02:17.252833,13220
50,Cliente_50,Los Mochis,50,299,2025-05-10 21:02:17.253703,13220
50,Cliente_50,Los Mochis,50,1523,2026-01-09 21:02:17.255493,13220
50,Cliente_50,Los Mochis,50,161,2025-10-11 21:02:17.255856,13220
51,Cliente_51,Culiacan,51,1981,2025-06-12 21:02:17.250237,3021
51,Cliente_51,Culiacan,51,503,2025-04-19 21:02:17.251207,3021
51,Cliente_51,Culiacan,51,537,2026-01-11 21:02:17.255153,3021
52,Cliente_52,Culiacan,52,2895,2025-11-03 21:02:17.245653,19704
52,Cliente_52,Culiacan,52,4081,2025-05-07 21:02:17.246172,19704
52,Cliente_52,Culiacan,52,809,2026-01-09 21:02:17.247806,19704
52,Cliente_52,Culiacan,52,4873,2025-06-08 21:02:17.250077,19704
52,Cliente_52,Culiacan,52,1785,2025-06-27 21:02:17.250126,19704
52,Cliente_52,Culiacan,52,1869,2025-04-07 21:02:17.253263,19704
52,Cliente_52,Culiacan,52,3392,2025-09-24 21:02:17.255329,19704
53,Cliente_53,Mazatlan,53,3853,2025-03-18 21:02:17.246682,12846
53,Cliente_53,Mazatlan,53,4340,2025-12-12 21:02:17.247156,12846
53,Cliente_53,Mazatlan,53,314,2026-02-15 21:02:17.252839,12846
53,Cliente_53,Mazatlan,53,4339,2025-05-13 21:02:17.255334,12846
54,Cliente_54,Culiacan,54,2660,2025-08-24 21:02:17.244827,6430
54,Cliente_54,Culiacan,54,1555,2026-01-31 21:02:17.245773,6430
54,Cliente_54,Culiacan,54,2215,2025-10-25 21:02:17.248425,6430
55,Cliente_55,Los Mochis,55,411,2025-04-01 21:02:17.246183,18760
55,Cliente_55,Los Mochis,55,999,2025-10-14 21:02:17.246500,18760
55,Cliente_55,Los Mochis,55,4239,2026-01-03 21:02:17.246684,18760
55,Cliente_55,Los Mochis,55,3069,2025-06-13 21:02:17.246794,18760
55,Cliente_55,Los Mochis,55,4704,2025-05-08 21:02:17.247298,18760
55,Cliente_55,Los Mochis,55,1484,2025-12-27 21:02:17.253876,18760
55,Cliente_55,Los Mochis,55,3854,2025-04-02 21:02:17.255009,18760
56,Cliente_56,Los Mochis,56,1975,2025-07-14 21:02:17.249802,6652
56,Cliente_56,Los Mochis,56,2634,2026-02-23 21:02:17.252031,6652
56,Cliente_56,Los Mochis,56,2043,2025-12-24 21:02:17.254112,6652
57,Cliente_57,Mazatlan,57,1107,2026-02-04 21:02:17.247864,12258
57,Cliente_57,Mazatlan,57,4903,2025-05-17 21:02:17.249207,12258
57,Cliente_57,Mazatlan,57,2981,2025-05-20 21:02:17.252442,12258
57,Cliente_57,Mazatlan,57,3267,2025-09-12 21:02:17.253777,12258
58,Cliente_58,Los Mochis,58,3322,2025-09-04 21:02:17.246687,10654
58,Cliente_58,Los Mochis,58,3875,2025-10-26 21:02:17.252193,10654
58,Cliente_58,Los Mochis,58,3457,2025-11-16 21:02:17.253930,10654
59,Cliente_59,Culiacan,59,4593,2026-02-12 21:02:17.245176,35651
59,Cliente_59,Culiacan,59,2987,2025-07-18 21:02:17.246628,35651
59,Cliente_59,Culiacan,59,1037,2025-10-07 21:02:17.247198,35651
59,Cliente_59,Culiacan,59,4270,2025-12-15 21:02:17.247809,35651
59,Cliente_59,Culiacan,59,1571,2025-04-19 21:02:17.248873,35651
59,Cliente_59,Culiacan,59,727,2025-09-11 21:02:17.249297,35651
59,Cliente_59,Culiacan,59,4953,2025-03-29 21:02:17.251645,35651
59,Cliente_59,Culiacan,59,3885,2025-10-11 21:02:17.252354,35651
59,Cliente_59,Culiacan,59,1949,2025-04-23 21:02:17.254075,35651
59,Cliente_59,Culiacan,59,4787,2025-09-20 21:02:17.255528,35651
59,Cliente_59,Culiacan,59,3747,2025-10-25 21:02:17.256124,35651
59,Cliente_59,Culiacan,59,1145,2025-06-19 21:02:17.256730,35651
60,Cliente_60,Culiacan,60,1255,2025-10-07 21:02:17.245104,12409
60,Cliente_60,Culiacan,60,280,2026-03-11 21:02:17.245223,12409
60,Cliente_60,Culiacan,60,2328,2025-04-28 21:02:17.245914,12409
60,Cliente_60,Culiacan,60,2321,2026-01-12 21:02:17.245972,12409
60,Cliente_60,Culiacan,60,3096,2025-03-20 21:02:17.246663,12409
60,Cliente_60,Culiacan,60,3129,2025-09-06 21:02:17.252715,12409
